Sample ID,Oxygen Concentration (O2 %),Carbon Dioxide Concentration (CO2 %),Nitrogen Concentration (N2 %),Humidity (%),Temperature (°C),Packaging Type,Storage Time (days)
362,13.54472377,22.80337925,88.78657559,32.95466408,9.116627039,Glass,316
363,9.677485411,54.42432833,95.77058113,38.18312358,9.71172693,Glass,30
364,11.5033909,69.5275163,86.78377543,34.94426608,29.69078603,Paper,225
365,19.7766145,51.56518614,0.313877843,80.58659739,4.017824795,Paper,326
366,8.16954513,99.02948854,38.08609252,30.6364454,22.81601964,Paper,261
367,20.18888278,61.17303146,81.87240373,81.69942933,28.07438275,Paper,247
368,19.02182842,37.16027389,36.6886753,57.07606772,15.35384983,Glass,79
369,4.192034717,77.23798756,60.19469579,30.24151673,0.075652851,Glass,185
370,1.549651188,17.12920491,60.67106304,54.09871063,11.25176832,Plastic,299
371,2.206260229,38.51312979,36.56602787,41.20805046,3.347069772,Paper,180
372,0.480836156,34.76119914,90.45694534,67.46402925,12.48562983,Paper,77
373,2.07385788,43.2375288,50.3725117,70.7615274,23.70080285,Metal,262
374,14.37484156,78.19980461,46.53194217,59.25165422,13.16134647,Metal,229
375,1.587842753,48.46888591,99.75162319,32.43117153,12.95775364,Glass,2
376,6.766590673,79.42204358,49.40068637,69.36772826,16.70368431,Plastic,17
377,17.757894,57.69124142,17.92198537,80.52232702,17.45071754,Paper,344
378,0.586383457,34.27273652,51.35563534,73.21945664,25.68888926,Plastic,12
379,17.12239129,81.01687649,81.42027188,79.79747514,9.250663177,Plastic,182
380,5.990764793,23.90513809,77.70834666,42.03057141,24.65013793,Glass,334
381,2.569644897,22.51585968,78.87931833,83.33327638,16.97801246,Plastic,7
382,14.66180676,50.49984211,70.83157602,49.33160704,9.015886492,Paper,246
383,13.2449055,26.15883967,25.49636112,30.80428886,8.85378132,Glass,157
384,18.43916508,1.007794792,86.22220018,80.60349878,10.83412551,Plastic,174
385,15.46298482,64.86492298,89.35500219,86.50927614,18.68079728,Glass,329
386,16.89275145,51.15827277,19.49585439,69.33349185,6.924351941,Glass,334
387,5.994522567,44.60722967,13.13251809,43.88619783,27.61000685,Metal,181
388,3.808486465,96.70015461,97.56293636,45.10466786,17.24737753,Glass,281
389,15.78784831,57.16279848,86.84556397,57.99557241,27.60047331,Plastic,309
390,16.96284605,86.35681462,89.33429111,83.86986478,1.392130757,Metal,237
391,20.80155747,14.0310786,88.64900082,38.97585937,10.27834111,Paper,157
392,8.723709447,56.96372567,54.21451372,79.55842018,0.684229821,Paper,251
393,7.875177993,86.81116471,64.67553349,47.47816852,8.167554453,Paper,221
394,16.32703088,58.35226515,54.58174893,78.51517017,25.86019417,Paper,338
395,7.222793991,71.82961639,5.215514284,85.21627186,1.098291475,Paper,223
396,19.55282811,37.26715242,74.57575823,55.64963232,13.084413,Plastic,211
397,18.04082651,9.335706752,50.58267013,51.90303925,3.527012114,Glass,337
398,9.065975172,45.84423948,64.80613657,78.13327914,12.50521978,Metal,134
399,15.79320532,39.50849114,50.31371652,61.76897294,25.16554753,Glass,332
400,15.86994607,86.71931222,49.2319511,71.06694291,18.692131,Glass,259
401,2.255288859,24.47513071,17.26173204,67.36975422,22.10269036,Plastic,35
402,18.96335575,96.67674933,27.94350014,39.17333074,10.47312346,Plastic,183
403,10.65977458,95.81799817,15.96938393,80.68742162,28.33193085,Plastic,303
404,17.37296104,24.83840114,19.64706293,41.74650668,21.27786281,Metal,161
405,6.789036662,34.87039035,97.3004403,85.93692864,12.65396458,Plastic,93
406,18.81643548,89.56601851,15.39603323,45.03427749,12.79394401,Glass,197
407,8.234315086,96.66555987,27.00011539,74.0328584,27.56052534,Metal,315
408,0.326506916,44.39956637,59.09990681,47.07932361,17.2921408,Plastic,206
409,19.02248331,32.16760486,61.05683977,49.06712452,21.1913763,Plastic,352
410,2.007891545,52.65679192,15.48201556,48.60011117,12.51105674,Plastic,18
411,6.773655026,68.80814372,79.39237084,74.87353524,6.710782943,Glass,234
412,19.95629511,27.42010409,78.5417665,63.40890708,21.70677876,Plastic,333
413,19.96768937,73.67367014,23.80803865,82.97714735,18.23471316,Glass,66
414,12.08485186,5.260569976,28.93776364,48.44236315,15.04028641,Metal,244
415,13.30539773,5.024519827,93.80498776,71.51955132,18.7206282,Plastic,276
416,9.472511409,38.69014174,82.58457745,75.17691598,6.248567582,Paper,199
417,6.228105128,35.41197189,69.8099236,39.08892678,23.8181612,Paper,18
418,6.969088998,31.63175822,8.315098829,54.03536144,28.44488415,Glass,72
419,14.15563573,49.15287429,41.88458168,58.96904966,26.73309433,Plastic,155
420,15.82462767,32.14128487,55.97425702,51.34124339,9.643072359,Plastic,170
421,16.64400201,19.30656605,18.82238767,49.32675576,12.1801732,Paper,322
422,16.60301918,31.01600795,44.87783555,71.18519364,24.25206899,Metal,355
423,2.006207554,97.49293685,60.14248516,42.95198386,17.85351392,Metal,282
424,10.43338437,41.17023036,32.80493034,72.56344472,16.43743331,Glass,151
425,1.302978084,44.52680641,78.11638741,86.10265178,27.79925903,Paper,261
426,11.58515364,57.6968445,84.06091321,63.91185127,16.08074883,Glass,80
427,9.327987479,98.33574276,32.428586,66.6860542,15.44816039,Glass,106
428,18.65301742,24.23596752,83.88184973,34.13596213,1.260557738,Metal,11
429,7.434123762,68.16008284,10.44729895,81.86861422,2.082508758,Paper,208
430,2.546700643,71.62687088,83.78913695,47.12686723,0.222609236,Glass,130
431,3.088526155,60.77170924,15.35976812,66.90306993,27.39732677,Metal,171
432,16.0155722,8.94897613,8.384422536,88.74673018,12.2515998,Metal,33
433,13.02075752,67.71954036,64.2133629,65.73015603,14.05684128,Plastic,24
434,2.213463931,6.503061633,47.24654284,73.48256925,25.36160843,Paper,197
435,1.857832248,59.65465069,90.79827098,56.71917709,18.27738931,Paper,46
436,14.75025485,73.9841596,36.38260069,33.62195061,18.28504789,Plastic,274
437,1.620746833,21.17589207,28.78651112,77.85596097,8.896032881,Glass,231
438,17.27687524,84.17803855,50.12341712,32.09993048,25.01725122,Metal,133
439,14.86046255,3.132345173,45.64902396,72.03946973,4.974899281,Metal,264
440,1.800189515,84.39690508,34.50836182,31.37529439,1.594487765,Metal,85
441,1.873108224,46.08687216,69.40475574,81.73831419,5.748100726,Plastic,313
442,20.72076719,21.8370352,75.98022721,39.45816215,8.032116563,Metal,5
443,7.922259631,13.46443668,85.31309851,60.85628973,8.469331736,Glass,269
444,7.846420874,95.33538604,97.28837481,65.82904227,20.11540796,Glass,339
445,17.08751096,7.359292199,26.73895359,57.45272444,6.53473762,Plastic,221
446,19.89749527,19.98943265,71.6377389,50.44580936,20.29974913,Glass,194
447,20.70742223,34.84745251,39.48639773,58.06885777,2.733965197,Paper,346
448,15.84560407,62.06146141,67.740489,48.68494523,4.416073833,Paper,69
449,7.963825338,54.52562842,47.65057087,56.28734082,15.26464345,Metal,288
450,1.845164979,12.65178489,99.37793297,51.53477946,27.65687408,Metal,358
451,16.34237054,29.04382558,72.91732337,63.97228941,25.78702766,Paper,176
452,11.77064882,23.95130193,95.25388091,44.27544973,29.06260327,Glass,325
453,8.966239993,21.43293116,83.51345799,89.31939329,19.51437196,Plastic,239
454,19.04280665,41.17331921,90.29981102,60.0521972,20.27444599,Metal,179
455,2.42402738,70.43274211,81.4604778,41.64972464,18.75068997,Metal,256
456,10.39586468,21.82354793,45.96999712,58.62400497,18.68456769,Paper,211
457,0.337291176,36.73122008,25.25366649,81.98490777,4.413610352,Paper,227
458,9.895007418,39.15265094,37.09498553,31.30840759,16.31216868,Plastic,72
459,1.276738462,97.64800729,2.121599641,70.77324715,11.582038,Metal,65
460,2.58329445,95.47116905,52.44691743,62.87806781,13.27611647,Glass,166
461,2.556298558,80.03374452,50.55527425,40.17347966,15.70801719,Glass,214
462,13.66849531,24.24172619,52.57252144,79.04858636,3.851885154,Paper,17
463,15.69233798,6.896927678,97.40571937,52.13307734,10.78463202,Plastic,336
464,12.29240719,31.75872336,91.15425495,47.62812173,1.903486826,Paper,173
465,20.20940626,26.75277549,16.25510656,79.68751151,29.39004391,Plastic,129
466,7.934795112,50.64198743,36.9513639,68.31150277,3.555840865,Glass,3
467,6.071382603,77.79501822,42.45322233,83.89554502,7.755742156,Plastic,248
468,18.25372178,85.84646159,36.11723849,67.79302222,26.7387878,Glass,70
469,4.773153025,84.50192213,79.86974676,74.44905948,14.48130139,Plastic,52
470,20.23135107,36.03158857,52.45136322,80.18675378,4.069116046,Paper,259
471,0.354028521,68.75471091,57.25277172,33.28437815,11.52691614,Glass,239
472,20.37046748,31.35213633,85.31605454,76.56293753,3.476039826,Metal,94
473,1.00204216,6.184463769,80.61222253,66.82238891,6.006479913,Metal,47
474,18.72489108,70.18637003,13.30793113,34.17046779,1.560895408,Glass,75
475,11.12895318,1.081772502,71.42006695,60.51467531,13.14682484,Metal,91
476,20.85296424,40.97734049,43.60006928,34.94748468,24.19908365,Glass,86
477,1.642348203,33.004989,29.53542542,74.1568321,17.57907536,Paper,6
478,11.67555454,69.3684161,5.096880208,62.79010283,18.19035916,Paper,230
479,20.35842299,76.64792273,48.77623108,87.21441224,6.017520902,Plastic,351
480,11.03274494,30.47905413,35.6081244,40.98812229,10.3168153,Metal,317
481,13.25443154,81.18153874,25.22615266,66.36200715,25.35726312,Metal,43
482,14.6411476,29.46228437,69.49770579,42.69492807,2.63568553,Metal,312
483,9.599908254,44.68800336,76.97159019,66.84389908,25.73791961,Glass,198
484,13.21596387,72.72915085,24.55447295,73.35898214,14.51070079,Paper,303
485,12.31216912,69.3227309,5.039798924,73.33825976,25.11442294,Metal,182
486,18.93420242,98.73811038,84.89039479,78.90443944,9.540192582,Plastic,169
487,1.049829349,22.59358632,1.094978146,81.21301368,10.16528855,Metal,203
488,5.972130662,66.26555956,93.71753814,34.63630358,22.54814605,Plastic,194
489,19.96360002,61.00722264,62.79922541,50.59602942,23.5498852,Metal,31
490,18.70651308,91.5183356,32.25247886,71.22735122,6.88934034,Metal,102
491,9.623226133,15.72057795,24.72314317,59.91517724,29.18613974,Paper,64
492,13.06077129,75.20463654,0.99966586,41.44055681,2.534703127,Plastic,346
493,5.897266724,56.87003477,23.62359456,63.16257421,2.055088893,Metal,91
494,4.031732238,27.53912039,13.85905732,54.44613917,17.86512646,Plastic,250
495,9.791296663,47.49604792,61.25540545,53.40229666,21.68222303,Plastic,183
496,7.485061566,33.44428205,16.7379043,78.58522305,28.82658388,Paper,302
497,12.29841274,57.97340894,52.91012077,54.45590003,12.14837342,Paper,351
498,1.724653913,88.91116102,59.05263059,31.58727033,0.75874227,Plastic,280
499,20.46485148,56.97356794,29.87436566,33.48380033,18.08689018,Paper,205
500,20.71180456,63.20906959,3.602988407,81.3746425,8.690880618,Metal,89
501,14.69157982,51.92290993,3.821662673,87.6360486,12.98841364,Metal,293
502,11.30441406,5.211434094,2.732098486,71.30456019,14.65408447,Paper,285
503,6.56912718,23.36256983,73.93855425,51.86209765,1.935378322,Plastic,159
504,17.10831591,49.25097277,31.86916951,86.31601895,14.57945354,Metal,363
505,14.41088151,31.09250485,79.65038858,69.76818518,12.78959,Glass,130
506,3.498694032,18.25818342,43.2301091,80.66001295,21.37632796,Plastic,248
507,19.13837816,50.46287091,45.35451027,75.95113824,19.36997734,Plastic,140
508,17.29102838,32.34869837,51.33697199,52.74835895,5.556471545,Glass,189
509,19.95081819,25.88495355,71.33184249,58.72213205,6.184167546,Glass,91
510,15.26753773,46.4521432,27.4229363,41.16792926,7.530185363,Plastic,56
511,12.9203776,13.41509738,12.24657622,47.52084603,5.368513209,Glass,226
512,8.841279458,92.78179873,55.65012779,76.68753968,19.71639599,Paper,334
513,19.5940253,86.78343958,32.76506456,83.63870351,29.83290538,Paper,327
514,18.20073529,70.79129652,44.30488224,73.4676254,19.56325022,Plastic,165
515,1.045070205,10.71076138,64.72997616,57.9104218,18.20044639,Paper,36
516,0.651069767,77.61013772,49.46316154,35.19055614,12.297838,Metal,330
517,7.968084368,80.81493708,62.06585383,33.41687692,9.377407766,Paper,29
518,17.04056461,76.79968531,54.46558021,52.45953388,27.33221271,Paper,80
519,20.7340711,11.48519212,74.00565756,57.82930313,29.07005622,Glass,358
520,3.243713024,64.42640491,70.62306811,66.54723733,14.90328527,Paper,169
521,12.51733195,83.4490471,53.46557019,30.38937128,8.706014865,Plastic,33
522,8.060618904,57.77760478,67.92241178,89.38337343,23.10366623,Paper,93
523,20.37121091,64.67609679,87.36860427,51.836333,3.973703726,Paper,112
524,17.70028549,45.89051159,43.28390165,80.88567983,22.96764713,Plastic,209
525,17.62106993,52.91786126,41.33503097,62.09800234,24.56845123,Plastic,194
526,9.89568704,3.534248149,76.44813752,37.82636727,3.747118339,Glass,264
527,8.769727599,63.9324059,58.29712832,77.85393315,29.30584406,Metal,247
528,5.814207803,8.236576568,7.193577344,72.5896245,29.56536871,Paper,118
529,1.27824788,43.55795797,89.22199037,61.6461651,28.10158438,Metal,228
530,18.17269766,29.33624426,3.175231914,60.87318548,14.88104428,Glass,9
531,17.08963109,54.58825223,74.86479599,35.24877635,7.382224268,Plastic,199
532,20.99409937,13.42829192,75.90353486,69.35093691,17.46027843,Plastic,277
533,20.92970989,69.19517586,95.31579742,84.67470935,12.59801515,Plastic,129
534,11.70852265,79.52165254,5.508027399,35.59469515,6.178459342,Glass,302
535,16.17183698,16.41910953,59.72600039,45.81068704,12.71029229,Paper,62
536,19.84560375,10.52087743,42.84127301,84.13847841,19.91669507,Glass,2
537,17.85763047,14.63699673,33.13023219,47.06063459,2.127399324,Plastic,360
538,5.269575326,87.72504343,9.122824174,69.23662033,10.00254004,Paper,331
539,9.516372428,52.86610725,56.30914656,62.0890899,0.5338467,Plastic,357
540,2.799431777,46.7793735,47.95616849,65.7796563,22.48486516,Plastic,172
541,20.03966647,10.76051073,10.54499037,54.94733409,19.22073803,Glass,245
542,12.76904986,64.99064508,61.28770176,47.99948823,1.880164041,Glass,88
543,4.878634635,86.81315923,73.82151671,32.91200704,28.94212679,Metal,83
544,14.1385443,82.83576835,76.75110228,74.65685636,0.678646714,Plastic,5
545,13.01888023,62.64286543,90.54678151,74.76560773,17.69881939,Paper,349
546,7.585600807,7.620343794,41.00612711,70.2435444,23.29102385,Plastic,39
547,2.473353677,11.32846301,95.31196959,68.61802729,23.63688939,Paper,322
548,14.13587979,5.025967812,86.55639757,44.62302793,1.028554068,Metal,301
549,10.97443095,25.82217373,29.72050695,31.34069603,27.19245398,Plastic,75
550,16.24145439,13.65258057,16.01237543,78.52292381,27.55355016,Paper,101
551,10.97141717,26.07879922,43.59540067,59.46831214,16.84171119,Paper,141
552,17.91059336,38.56729977,40.24968092,48.41028784,14.46249597,Metal,93
553,11.63485293,94.30398013,57.6143586,36.11591441,1.346023892,Glass,119
554,11.82360361,61.07656837,58.38028461,33.76329545,16.85862428,Metal,288
555,18.4220603,83.51388119,75.02369974,50.93200331,12.28137245,Paper,109
556,8.532791904,71.06411492,51.03800583,78.28422389,23.18419222,Metal,43
557,2.900918275,11.33906274,10.57178183,85.12342496,12.11650701,Glass,136
558,0.701557935,73.6184486,85.84330442,83.80508188,20.507425,Plastic,330
559,15.88236864,27.58237827,31.04548186,85.20005008,3.042244387,Metal,217
560,13.06446962,63.94687391,97.13261628,84.46352059,3.988568123,Metal,156
561,14.81526715,34.16210117,11.87422486,61.6334851,4.191305719,Plastic,39
562,4.550950976,99.7674591,95.82929211,43.16493831,1.365764994,Metal,282
563,2.95016384,26.4287928,9.192079508,77.88279497,16.23986578,Glass,328
564,0.403983512,27.98513403,23.18051018,42.82277849,23.81903178,Paper,358
565,7.427279979,93.07415833,4.753336214,46.03243661,18.31233611,Metal,26
566,12.42927966,2.561976023,70.54080335,43.99525931,17.24864657,Plastic,32
567,8.297900543,69.69922989,85.04484378,60.89894422,20.41871785,Plastic,46
568,9.24322587,72.56010643,43.46370107,49.30965049,10.18935969,Metal,156
569,18.99691671,83.65421988,92.8593553,39.24936298,10.85862215,Plastic,244
570,7.378539261,97.44648713,59.07087727,57.19040471,9.428102947,Paper,35
571,10.84238032,97.56263172,63.03771283,82.43443433,21.36326799,Paper,278
572,16.47834797,6.621148081,84.55737825,64.2331713,4.84921007,Plastic,242
573,8.387744151,82.20174834,29.75034048,82.70013635,0.390758409,Metal,259
574,13.10161203,64.66636237,35.49114556,41.7523311,17.8858934,Metal,46
575,18.12340151,64.76947922,90.60459673,40.01843242,28.27144094,Plastic,237
576,19.94498103,12.92215767,90.10625325,64.53462754,18.28223751,Paper,8
577,3.173835751,65.05369793,97.65062934,57.79973409,23.48764959,Paper,260
578,19.46568137,98.2500098,90.19364781,69.6103585,20.18372128,Metal,271
579,10.38523053,91.1906751,12.8244664,77.67760746,14.92309961,Paper,44
580,5.497307715,43.96915301,82.39005619,75.07843774,21.55177205,Glass,238
581,9.695937305,4.090802531,41.04286396,86.53567042,24.72312372,Paper,167
582,20.58268082,36.29311965,99.08105546,53.89538455,6.741949325,Metal,76
583,10.39571816,82.65639213,47.28086834,42.38320453,10.08391441,Paper,157
584,6.970908655,70.17976024,55.42822464,63.0547584,6.711771975,Paper,201
585,13.33807786,45.98843119,53.02451403,36.64458721,13.56518867,Plastic,234
586,5.119043432,5.604643362,32.24152928,47.3310674,26.55193653,Glass,232
587,1.685543557,42.74678331,7.59470668,42.47328332,10.35621303,Plastic,212
588,2.793586188,46.95559148,89.57555792,53.79382301,11.23400667,Paper,154
589,2.776158034,92.86269774,80.28731367,36.6729945,25.81101704,Paper,213
590,3.274766294,64.14450175,14.03872538,31.91050467,15.46122992,Plastic,87
591,3.001487908,31.23412637,77.69915031,69.40764028,16.06346999,Glass,18
592,13.49428217,52.57929462,62.62208194,66.6149387,25.8240361,Metal,191
593,3.901293764,6.698925251,40.97346441,72.50153616,14.71580211,Plastic,308
594,7.324446221,97.25956674,25.47671279,69.62318642,20.44672604,Paper,54
595,18.84287777,36.0699842,85.98690547,36.85768087,2.569339976,Paper,216
596,10.00579828,47.83894876,70.0488071,47.46473288,5.358951394,Metal,42
597,14.05195674,35.59286903,54.81921696,37.77159659,12.13128602,Paper,349
598,3.701485308,68.28292184,60.99589654,80.57834412,14.84517203,Paper,230
599,4.118840493,66.25699262,9.19751159,74.81421932,28.97201104,Metal,230
600,0.95415408,71.56069882,47.44458412,42.09162018,29.11954899,Paper,182
601,3.630742818,26.88750864,19.45065925,50.47855443,25.53591262,Paper,141
602,5.922538086,31.63528127,20.91752953,87.99689954,9.467965059,Glass,288
603,3.799519121,12.61259799,66.16426583,65.64956147,28.92084872,Plastic,339
