Sample ID,Solvent Type,Temperature (°C),Casting Speed (m/min),Pressure (bar),Solvent Concentration (%),Additives (Type),PLA Yield (%),Quality Classification
301,Acetone,211.7038047,0.670190614,18.96808521,9.771816562,Plasticizer,90.61112386,High
302,Acetone,216.3159518,1.053734556,6.451158425,9.54741893,None,89.60870205,High
303,Dichloromethane,217.7480637,4.938574653,22.40658688,4.127860315,Plasticizer,93.99741091,High
304,Ethyl Acetate,218.4054242,1.918475318,6.320616112,3.810706227,Plasticizer,87.19710463,High
305,Ethyl Acetate,200.8583855,1.018854907,25.42712367,9.659924248,Stabilizer,92.41419891,High
306,Acetone,219.0923163,0.981460675,25.62367324,5.669027899,Plasticizer,86.59063841,Low
307,Toluene,210.2924083,3.737569855,10.92693219,3.666381785,Fillers,91.15733833,High
308,Ethyl Acetate,186.4668574,4.345558988,13.09156953,7.655975709,Fillers,93.70623563,High
309,Toluene,199.0760043,1.656285348,17.03275946,4.275362591,Stabilizer,89.57901785,High
310,Ethyl Acetate,208.733247,0.594092806,19.91657267,4.137975801,Stabilizer,92.24294507,High
311,Toluene,189.8936126,1.503905083,12.18384154,9.033992345,Fillers,93.20393353,High
312,Dichloromethane,205.6246073,0.754320609,19.81216012,3.299833227,Stabilizer,86.36026425,Low
313,Toluene,206.6640192,0.965277215,12.44467683,2.515143572,Plasticizer,92.05826895,High
314,Dichloromethane,186.5079898,2.441786539,6.387268027,4.153491521,None,94.19841024,High
315,Dichloromethane,202.6034125,1.534632669,5.063188746,6.855563303,Stabilizer,90.7637061,High
316,Toluene,210.8650764,2.821756453,7.528776448,2.984702827,Fillers,86.86122245,Low
317,Dichloromethane,199.9558266,1.64072189,24.8062675,5.772757378,None,86.26942532,Low
318,Acetone,180.4841247,4.732417855,29.03578281,7.018696883,Plasticizer,87.5973533,High
319,Dichloromethane,180.3615388,4.576747856,15.67415498,8.789895941,None,86.03513269,Low
320,Ethyl Acetate,194.2811738,3.050627473,17.81709884,3.83895673,Fillers,90.13394072,High
321,Toluene,217.0477627,2.094907964,8.671204227,8.538770587,None,85.69704683,Low
322,Acetone,189.1470712,2.215160969,18.77578382,3.879250089,Fillers,87.23404625,High
323,Toluene,205.3745476,2.353335274,8.61637255,7.41413233,Stabilizer,89.39910444,High
324,Ethyl Acetate,188.8830348,3.77410695,20.28035828,5.445388572,Stabilizer,89.7391475,High
325,Ethyl Acetate,192.8667996,2.53237548,28.33146669,2.917449939,Fillers,90.65398485,High
326,Ethyl Acetate,213.9216836,4.355284759,9.892463483,7.714107703,Stabilizer,92.05614963,High
327,Dichloromethane,209.1544577,4.748426537,24.11409295,3.742100948,Plasticizer,85.4722864,Low
328,Dichloromethane,183.8159711,2.01175769,5.58756057,3.412987408,None,85.80620952,Low
329,Toluene,197.1480808,3.023125166,14.38743103,4.866583429,Fillers,85.60859152,Low
330,Toluene,181.1667905,0.927754416,7.768712696,7.226321958,Fillers,89.23150315,High
331,Acetone,199.2356059,1.402110715,13.81188604,3.87197183,Fillers,85.41847945,Low
332,Acetone,206.4973605,2.36059595,9.338422991,3.46929231,Plasticizer,92.46081267,High
333,Toluene,184.7401049,1.427912222,14.33262475,2.079629006,Plasticizer,87.23000181,High
334,Dichloromethane,191.5553976,4.444522209,15.43807015,5.773144777,Plasticizer,94.39212493,High
335,Ethyl Acetate,195.913465,1.212288152,12.51477807,5.429164555,Fillers,89.86403755,High
336,Toluene,216.781241,2.550473697,21.41554874,3.870941949,Plasticizer,89.46325752,High
337,Acetone,219.7302006,3.225646582,27.97130128,2.429217312,Stabilizer,92.80538693,High
338,Dichloromethane,181.796452,3.613387587,15.01488435,5.434046997,None,92.13153984,High
339,Toluene,210.4403169,2.223812164,9.808578912,8.305640889,Stabilizer,91.07309041,High
340,Toluene,194.8689627,4.410945809,11.76806895,7.722257051,Stabilizer,94.35146706,High
341,Dichloromethane,195.6983274,3.05743618,26.35002059,8.886359119,Plasticizer,89.22259261,High
342,Toluene,210.1705989,2.477785012,19.29099308,2.076661502,Fillers,93.08531676,High
343,Dichloromethane,216.7370573,0.802582853,16.37527581,9.731354534,Stabilizer,88.80092946,High
344,Ethyl Acetate,218.0371438,2.591102608,8.740918038,4.731298021,None,93.38345674,High
345,Dichloromethane,203.0849034,4.193311284,16.24318271,9.923182369,Plasticizer,87.59474629,High
346,Dichloromethane,194.2848464,3.265434582,11.96230008,4.020955685,Stabilizer,87.89267073,High
347,Dichloromethane,211.5019634,4.244731042,28.5790782,5.772291101,Plasticizer,91.77869534,High
348,Toluene,190.0400553,2.723052518,27.10175274,4.831421413,None,87.12713295,High
349,Toluene,202.5629612,1.033077673,7.097563546,4.84608572,Plasticizer,87.29154187,High
350,Dichloromethane,194.3431385,0.561379306,17.91633723,8.73825679,Fillers,88.05262429,High
351,Toluene,206.2652429,1.86448796,10.62645864,7.971351518,Stabilizer,91.7892877,High
352,Acetone,189.6159565,3.640957122,15.26942724,9.937211482,Stabilizer,93.89388092,High
353,Acetone,187.6637178,4.056169568,26.92119996,6.908117462,Fillers,91.74567651,High
354,Toluene,216.7295635,1.830887756,18.187863,5.706052835,None,93.27814244,High
355,Toluene,184.0721473,2.730442644,13.35538233,2.720590904,None,90.4356059,High
356,Dichloromethane,200.2383163,2.39503507,10.19720885,9.972491356,Plasticizer,85.68923221,Low
357,Ethyl Acetate,188.8341113,2.34735253,25.00812149,6.412245223,Stabilizer,86.00466212,Low
358,Toluene,181.5571985,1.541069209,20.61295038,7.603819758,None,90.54391978,High
359,Acetone,181.4407527,1.113669973,16.70163651,5.253939098,Fillers,88.27800969,High
360,Dichloromethane,187.0088709,1.385098512,10.43710885,6.381725665,Fillers,87.20568074,High
361,Toluene,214.6708142,0.748995742,13.35615935,9.540621855,Fillers,89.66256927,High
362,Acetone,191.2991498,1.391588338,28.99608567,3.331355503,None,91.66496741,High
363,Acetone,218.0183668,0.541404039,18.00224844,4.338980675,Fillers,88.84991948,High
364,Ethyl Acetate,203.2648917,3.322662803,15.01748203,3.216477822,Stabilizer,93.02542257,High
365,Dichloromethane,197.4645676,1.923689333,18.03555106,8.33772723,None,92.38523247,High
366,Dichloromethane,203.2035534,4.879151201,24.47471265,2.496362083,None,92.34914882,High
367,Ethyl Acetate,200.6679354,1.371726728,13.50272341,2.653053199,Stabilizer,94.8518969,High
368,Ethyl Acetate,210.3510502,2.056228566,9.467653023,4.387952902,Fillers,87.95229977,High
369,Dichloromethane,191.2998426,2.110285214,19.62340296,6.113505447,None,91.44725586,High
370,Dichloromethane,194.1220157,0.538031732,21.63010259,5.250198404,Stabilizer,93.5547834,High
371,Toluene,215.7637721,4.276435789,22.81795007,2.358530485,Stabilizer,90.79524434,High
372,Toluene,217.8582605,0.643975071,27.04968977,9.659932463,Plasticizer,92.89502176,High
373,Ethyl Acetate,215.7023291,4.730809256,14.27935302,9.622956163,Fillers,89.14452186,High
374,Toluene,196.7779198,4.51433458,6.883872406,4.234850586,Fillers,90.90491346,High
375,Acetone,211.2146201,2.909848622,28.95871459,7.852204922,Stabilizer,85.55666393,Low
376,Toluene,199.0534293,2.946180087,15.87529819,6.628603291,None,94.85767606,High
377,Toluene,199.9015941,3.442000653,20.58143774,3.89981356,Plasticizer,93.00018481,High
378,Acetone,188.1872044,2.241725054,21.65763308,4.097372414,Plasticizer,93.68809072,High
379,Ethyl Acetate,203.6452121,3.412500275,18.66284272,5.929225394,None,91.94294278,High
380,Acetone,187.4454359,0.701457749,10.13143824,5.353895532,Plasticizer,86.86050033,Low
381,Toluene,193.262588,0.743214323,23.87857625,4.329834626,None,85.31028442,Low
382,Ethyl Acetate,214.2012081,2.557536888,25.09379936,8.46009277,Plasticizer,93.64656608,High
383,Toluene,188.2830324,2.973300355,18.82438965,5.851703341,None,88.96330654,High
384,Acetone,182.8463314,4.495179382,17.21402901,7.238784499,Stabilizer,87.63864876,High
385,Acetone,182.7603037,0.970972853,7.848454578,3.514188001,Stabilizer,90.61672959,High
386,Toluene,217.6313808,4.201915672,7.098791537,6.2680613,Plasticizer,89.20898522,High
387,Dichloromethane,200.2768175,1.445213018,13.48912114,4.543808396,Plasticizer,91.51665996,High
388,Dichloromethane,196.3764829,2.273376418,12.77115389,6.211308883,Stabilizer,89.83793233,High
389,Acetone,212.4351432,1.924710957,28.84141127,8.246606667,Fillers,91.9723314,High
390,Acetone,213.4330371,2.300698728,24.59056856,8.151305681,None,93.5342327,High
391,Dichloromethane,193.2876413,1.177229741,21.49810738,4.833765424,Fillers,86.95557011,Low
392,Dichloromethane,207.7447223,2.766065335,17.94120223,7.554216937,Plasticizer,88.29432881,High
393,Toluene,210.8449126,4.107391654,9.184188268,9.530319603,Stabilizer,89.36815587,High
394,Toluene,206.1860275,2.486903047,29.4614168,7.005354639,Plasticizer,94.62058448,High
395,Dichloromethane,186.063803,2.707761092,14.37601746,3.187280987,Fillers,88.65333614,High
396,Toluene,215.0353233,4.319454134,7.673140061,7.437669034,Stabilizer,88.8109985,High
397,Toluene,201.5637821,3.677261516,17.34497239,2.839235091,Stabilizer,91.53472523,High
398,Ethyl Acetate,191.2988971,2.707044838,26.84995029,8.97688327,Stabilizer,89.1919971,High
399,Toluene,197.0091274,1.659630417,27.18227504,6.133283966,None,94.51223746,High
400,Acetone,181.5028436,4.482170361,5.274147901,5.08112589,Plasticizer,93.9446876,High
401,Toluene,185.114672,3.096591808,27.15739362,2.456052757,Fillers,90.13408778,High
402,Toluene,210.62187,1.495164245,11.78710544,5.046269877,None,91.44775234,High
403,Dichloromethane,180.0004654,1.711038887,5.974309099,9.225653343,Fillers,85.58030562,Low
404,Acetone,196.6626331,4.1140989,26.19475676,2.16786397,None,91.95730528,High
405,Toluene,200.9004072,0.698655029,26.5966689,5.797185262,Stabilizer,92.07200873,High
406,Toluene,182.1853768,4.964414842,19.905777,9.449264729,None,88.59199296,High
407,Ethyl Acetate,218.9231265,1.086582559,19.36084393,5.158727998,Plasticizer,87.19682884,High
408,Toluene,189.0450132,4.082308364,25.32800682,5.4254055,Plasticizer,94.15078402,High
409,Toluene,192.1679488,2.276488925,24.65773882,6.628480442,Fillers,89.26704901,High
410,Ethyl Acetate,192.1577005,2.714972825,27.25263684,5.703498669,Stabilizer,91.53706105,High
411,Dichloromethane,189.2166665,4.462927599,18.81868619,3.34881353,Stabilizer,85.33328795,Low
412,Toluene,180.0589529,2.358100353,29.19117732,2.148444313,Fillers,89.14067167,High
413,Ethyl Acetate,209.1737918,2.918721892,29.90367077,6.878493264,Plasticizer,93.17258811,High
414,Acetone,218.67382,0.721848481,7.91361525,9.366452696,Plasticizer,88.87576,High
415,Dichloromethane,188.9717393,0.510563632,26.23859399,2.850913064,Fillers,91.0316116,High
416,Acetone,206.5218877,1.601599429,17.49555644,3.687621754,Stabilizer,87.098558,High
417,Acetone,209.6758531,3.562623918,14.68915846,4.961835887,Fillers,89.16525649,High
418,Ethyl Acetate,213.9370152,1.04569202,20.32680775,8.469937832,Fillers,94.27637718,High
419,Toluene,196.9051679,1.011928815,6.399138932,4.154082532,None,90.6645175,High
420,Ethyl Acetate,192.1172362,2.349322736,17.66152797,9.056435234,Fillers,94.01931459,High
421,Ethyl Acetate,193.0118054,3.415266674,26.77226425,2.439662997,Plasticizer,94.02019299,High
422,Ethyl Acetate,208.5048533,3.704323965,10.3365379,9.52765297,Fillers,94.441478,High
423,Ethyl Acetate,212.6711787,1.303028033,15.65974737,6.485976623,Stabilizer,93.9539166,High
424,Dichloromethane,187.2645587,0.858146663,28.48702219,7.270221428,Stabilizer,85.03281129,Low
425,Toluene,194.8376403,4.731786653,15.71409595,4.94151618,Plasticizer,94.34014892,High
426,Acetone,216.0776079,1.672998722,13.95919081,8.255954284,Stabilizer,86.37459439,Low
427,Acetone,212.2677408,4.340059239,16.0134162,3.332530001,Fillers,85.39926251,Low
428,Toluene,219.3943361,4.385711527,17.98631916,2.391294602,Plasticizer,85.55388535,Low
429,Acetone,210.1699304,3.976351663,20.7997836,5.164135545,Stabilizer,88.48916195,High
430,Toluene,195.727808,1.25975123,25.01732002,8.829565712,Fillers,91.20804085,High
431,Acetone,203.6255134,4.198106567,16.30255514,8.039414693,Stabilizer,89.02311197,High
432,Ethyl Acetate,206.4405702,3.961627517,25.43702338,6.137247764,None,85.25554285,Low
433,Acetone,183.1382327,3.185253455,18.34301653,6.577101977,Stabilizer,89.76482634,High
434,Toluene,201.7798784,2.017409158,13.46201276,3.03914261,Plasticizer,89.42130742,High
435,Toluene,208.3728331,1.681288719,21.4487707,8.725452069,Fillers,92.56849266,High
436,Toluene,186.6928522,1.048501454,22.94305637,8.295677464,Fillers,87.79612898,High
437,Toluene,211.2252687,2.793906801,18.95122439,7.251763151,Plasticizer,87.17531174,High
438,Toluene,203.3509112,3.13367394,6.415374328,5.729528291,None,87.55938958,High
439,Dichloromethane,218.0888714,2.117025457,9.247071879,9.715674146,Fillers,88.03739823,High
440,Dichloromethane,181.6968919,2.639115805,12.13244302,9.032255775,Plasticizer,90.99164873,High
441,Acetone,190.6130455,2.135815058,12.06564015,7.155443948,Stabilizer,89.71525485,High
442,Toluene,204.0621552,3.384527258,21.83552001,4.974407982,None,88.36894565,High
443,Acetone,191.8623965,4.555666435,5.458716542,6.944178229,Plasticizer,88.74314158,High
444,Toluene,208.5769666,1.237641179,23.89204443,6.603527412,Stabilizer,88.7092366,High
445,Toluene,210.3602113,2.216339645,11.63356187,5.153935903,Fillers,94.72406695,High
446,Dichloromethane,184.1006386,1.133908718,12.75054616,4.453391774,Fillers,87.32996988,High
447,Dichloromethane,200.5541786,3.312246967,18.1977457,5.256086338,None,93.1806156,High
448,Ethyl Acetate,200.3556222,3.779917293,10.39814002,6.591291248,Stabilizer,92.08210838,High
449,Dichloromethane,194.7712308,4.693607297,27.11178284,5.425078758,Plasticizer,85.05570006,Low
450,Ethyl Acetate,217.3169945,1.754923668,7.134219483,4.108595906,Fillers,94.93176218,High
451,Ethyl Acetate,213.1002528,4.775950426,16.10955906,8.087706542,Plasticizer,92.56439371,High
452,Ethyl Acetate,207.8883753,0.784682023,26.23555674,6.251739968,Plasticizer,91.82449586,High
453,Ethyl Acetate,208.5730654,3.213562385,20.39609736,2.541401306,Plasticizer,89.05324708,High
454,Ethyl Acetate,198.4686458,0.757097237,12.3082379,4.946532045,None,90.55203089,High
455,Acetone,216.8397808,4.521983845,15.51900519,9.079307658,Plasticizer,87.53270896,High
456,Dichloromethane,207.7838171,2.884140757,22.66735951,8.04189225,None,85.35483405,Low
457,Ethyl Acetate,209.1592425,3.512067578,29.33151858,4.585974272,None,93.36021658,High
458,Toluene,214.4676362,4.242082667,27.32846796,9.505465216,Stabilizer,93.96484494,High
459,Dichloromethane,190.9628636,1.176397801,13.56082021,2.612823267,Fillers,86.62470637,Low
460,Dichloromethane,212.2828362,0.673662029,29.95494698,9.689877631,Plasticizer,92.87056096,High
461,Ethyl Acetate,187.8096241,4.454965157,5.087616588,3.96564074,Stabilizer,92.41152673,High
462,Acetone,193.8136781,1.917199524,5.690743895,2.072753442,Stabilizer,86.78375002,Low
463,Ethyl Acetate,193.4244182,1.080405086,25.59601288,5.470464292,Stabilizer,89.21828803,High
464,Acetone,219.1410187,2.608075567,9.986567171,4.871763437,Stabilizer,89.22757921,High
465,Toluene,214.2614889,3.192377341,6.51923171,6.312712042,Stabilizer,92.59964258,High
466,Dichloromethane,208.0467945,0.639367715,10.92870183,8.374182885,Plasticizer,93.37660906,High
467,Toluene,209.0822705,1.737030462,15.65250385,8.739446417,Stabilizer,85.94775121,Low
468,Acetone,202.4829118,0.647599434,23.26415676,5.209839997,Fillers,90.62969235,High
469,Acetone,217.8836267,2.391509251,20.60838816,5.43876595,None,92.61748497,High
470,Toluene,199.8503501,4.527950131,10.94053044,3.185421843,None,92.86190594,High
471,Acetone,195.2207084,4.921935852,17.5817612,2.380380871,Fillers,86.47993524,Low
472,Toluene,186.5214135,3.366713991,28.15535263,7.129719922,Plasticizer,90.25505143,High
473,Dichloromethane,211.4482261,1.227369622,25.37519442,2.515501004,None,93.57558706,High
474,Toluene,209.3777573,4.576322255,13.07974462,7.870640955,Fillers,88.18518577,High
475,Dichloromethane,195.3742015,2.823115204,29.55661403,6.31272116,Fillers,89.25116899,High
476,Toluene,181.0077366,1.191871904,22.71551001,3.588663826,Stabilizer,93.04358511,High
477,Acetone,213.5598931,4.647770013,6.561233892,6.316183548,None,85.89319521,Low
478,Toluene,180.4567193,3.908610728,5.879017832,3.463981733,Stabilizer,93.5949329,High
479,Acetone,208.1479912,3.792673727,9.210198725,5.50989766,Plasticizer,88.11156717,High
480,Toluene,218.8102844,3.691313167,23.1963967,8.39648253,None,85.01450317,Low
481,Toluene,197.5064531,1.401529195,9.593473146,5.695354347,None,87.34159145,High
482,Ethyl Acetate,189.3989362,1.449530113,17.78716923,3.189594546,Fillers,85.89500641,Low
483,Acetone,208.1948404,3.597318493,7.331503005,7.790629455,None,85.92384907,Low
484,Ethyl Acetate,212.6851257,1.488752375,28.02215395,3.49414733,Plasticizer,91.92835734,High
485,Acetone,201.8572126,2.474022636,13.59901534,7.908398995,Plasticizer,87.13976336,High
486,Ethyl Acetate,218.681411,4.019008215,27.70330141,5.834818314,None,94.34742363,High
487,Dichloromethane,182.0667489,4.027786331,28.62189105,5.629934073,Fillers,90.16444547,High
488,Toluene,200.1918239,2.539677976,5.153216183,8.811480303,Plasticizer,89.60098258,High
489,Acetone,208.7381579,4.064854722,16.60337968,7.668828195,Stabilizer,89.34283518,High
490,Acetone,214.5056188,4.273798083,5.616401393,2.263286376,Plasticizer,91.9258764,High
491,Toluene,187.1702245,3.446490881,27.71731916,4.369394517,None,89.52262763,High
492,Acetone,212.0001393,1.527916335,17.96018862,8.967365287,Stabilizer,86.28600356,Low
493,Acetone,202.108283,1.733053012,6.873600317,2.146609348,None,93.80172181,High
494,Ethyl Acetate,195.8621473,1.916785199,7.756918207,6.36202757,None,89.28395349,High
495,Acetone,185.2686011,1.025618485,14.58772561,7.822605353,None,85.74004576,Low
496,Dichloromethane,214.6118304,1.729218292,28.50585482,6.974848684,Fillers,90.29365987,High
497,Dichloromethane,186.2909283,1.442836509,22.32272879,8.084257617,Fillers,91.47346858,High
498,Toluene,192.3915144,2.548979374,26.69047165,7.805534791,Plasticizer,87.75582464,High
499,Acetone,191.6018213,4.587968965,14.16141616,7.536245561,None,93.00340408,High
500,Toluene,214.8565614,0.970161425,6.080342489,8.572318887,Stabilizer,91.69775846,High
501,Dichloromethane,206.9081198,3.741205658,29.35794093,7.165525348,Stabilizer,91.50341169,High
502,Acetone,211.8672559,3.59277352,5.429324767,5.219347954,Stabilizer,89.20824953,High
503,Acetone,190.018716,0.930893894,28.69129133,5.775272879,Fillers,94.61915301,High
